Order_id,old_taxonID_linked_genome_sequence,new_taxonID_in_Fig.1,No. Complete and single-copy,No. Complete and duplicated,No. Fragmented,Missing,No. Complete and single-copy(pct),CUG_usage,#Organism Name linked to NCBI record,Strain linked to NCBI record,species linked to NCBI record,genus linked to NCBI record,family/clade linked to NCBI record,order linked to NCBI record,class linked to NCBI record,subphyum linked to NCBI record,phyum linked to NCBI record,Current species name in Mycobank,genus in Mycobank, family in Mycobank,order in Mycobank,class in Mycobank,subphylum in Mycobank,phylum in Mycobank,Assembly,Link
543,Cercospora_beticola,Cercospora_beticola,284,1,2,3,97.93103448,Leu,Cercospora beticola,ICMP 21692,Cercospora beticola,Cercospora,Mycosphaerellaceae,Capnodiales,Dothideomycetes,Pezizomycotina,Ascomycota,Cercospora beticola,Cercospora,Mycosphaerellaceae,Capnodiales,Dothideomycetes,Pezizomycotina,Ascomycota,GCA_003370505.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/370/505/GCA_003370505.1_ASM337050v1/GCA_003370505.1_ASM337050v1_genomic.fna.gz
544,Pyrenophora_tritici-repentis,Pyrenophora_tritici-repentis,284,1,2,3,97.93103448,Leu,Pyrenophora tritici-repentis,,Pyrenophora tritici-repentis,Pyrenophora,Pleosporaceae,Pleosporales,Dothideomycetes,Pezizomycotina,Ascomycota,Pyrenophora tritici-repentis,Pyrenophora,Pleosporaceae,Pleosporales,Dothideomycetes,Pezizomycotina,Ascomycota,GCA_003231325.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/231/325/GCA_003231325.1_Ptr134/GCA_003231325.1_Ptr134_genomic.fna.gz
545,Ophioceras_dolichostomum,Ophioceras_dolichostomum,286,0,1,3,98.62068966,Leu,Ophioceras dolichostomum,CBS 114926,Ophioceras dolichostomum,Ophioceras,Magnaporthaceae,Magnaporthales,Sordariomycetes,Pezizomycotina,Ascomycota,Ophioceras dolichostomum,Ophioceras,Ophioceraceae,Magnaporthales,Sordariomycetes,Pezizomycotina,Ascomycota,GCA_003049485.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/049/485/GCA_003049485.1_ASM304948v1/GCA_003049485.1_ASM304948v1_genomic.fna.gz
546,Zasmidium_angulare,Zasmidium_angulare,285,0,1,4,98.27586207,Leu,Zasmidium angulare,GA2-2.7B1a,Zasmidium angulare,Zasmidium,Mycosphaerellaceae,Capnodiales,Dothideomycetes,Pezizomycotina,Ascomycota,Zasmidium angulare,Zasmidium,Mycosphaerellaceae,Capnodiales,Dothideomycetes,Pezizomycotina,Ascomycota,GCA_002786045.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/786/045/GCA_002786045.1_ASM278604v1/GCA_002786045.1_ASM278604v1_genomic.fna.gz
547,Acremonium_furcatum,Furcasterigmium_furcatum,287,0,1,2,98.96551724,Leu,Acremonium furcatum,JCM 9210,Acremonium furcatum,Acremonium,Plectosphaerellaceae,Glomerellales,Sordariomycetes,Pezizomycotina,Ascomycota,Furcasterigmium furcatum,Furcasterigmium,Plectosphaerellaceae,Glomerellales,Sordariomycetes,Pezizomycotina,Ascomycota,GCA_001599815.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/599/815/GCA_001599815.1_JCM_9210_assembly_v001/GCA_001599815.1_JCM_9210_assembly_v001_genomic.fna.gz
548,Escovopsis_weberi,Escovopsis_weberi,288,1,0,1,99.31034483,Leu,Escovopsis weberi,EWB,Escovopsis weberi,Escovopsis,Hypocreaceae,Hypocreales,Sordariomycetes,Pezizomycotina,Ascomycota,Escovopsis weberi,Escovopsis,Hypocreaceae,Hypocreales,Sordariomycetes,Pezizomycotina,Ascomycota,GCA_003055145.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/055/145/GCA_003055145.1_ASM305514v1/GCA_003055145.1_ASM305514v1_genomic.fna.gz
549,Pyrenochaeta_sp._DS3sAY3a,Pyrenochaeta_sp._DS3sAY3a,285,0,1,4,98.27586207,Leu,Pyrenochaeta sp. DS3sAY3a,DS3sAY3a,Pyrenochaeta sp.,Pyrenochaeta,Cucurbitariaceae,Pleosporales,Dothideomycetes,Pezizomycotina,Ascomycota,NA,Pyrenochaeta,Cucurbitariaceae,Pleosporales,Dothideomycetes,Pezizomycotina,Ascomycota,GCA_001644535.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/644/535/GCA_001644535.1_Pyrsp1/GCA_001644535.1_Pyrsp1_genomic.fna.gz
550,Dothistroma_septosporum,Dothistroma_septosporum,283,0,2,5,97.5862069,Leu,Dothistroma septosporum,MU_NZE8,Dothistroma septosporum,Dothistroma,Mycosphaerellaceae,Capnodiales,Dothideomycetes,Pezizomycotina,Ascomycota,Dothistroma septosporum,Dothistroma,Mycosphaerellaceae,Capnodiales,Dothideomycetes,Pezizomycotina,Ascomycota,GCA_002236465.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/236/465/GCA_002236465.1_NZE8.v1/GCA_002236465.1_NZE8.v1_genomic.fna.gz
551,Mycosphaerelloides_madeirae,Mycosphaerelloides_madeirae,284,1,1,4,97.93103448,Leu,Mycosphaerelloides madeirae,CBS 112895,Mycosphaerelloides madeirae,Mycosphaerelloides,Mycosphaerellaceae,Capnodiales,Dothideomycetes,Pezizomycotina,Ascomycota,Mycosphaerelloides madeirae,Mycosphaerelloides,Mycosphaerellaceae,Capnodiales,Dothideomycetes,Pezizomycotina,Ascomycota,GCA_002785995.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/785/995/GCA_002785995.1_ASM278599v1/GCA_002785995.1_ASM278599v1_genomic.fna.gz
552,Aspergillus_welwitschiae,Aspergillus_niger_CBS_139.54b,287,2,1,0,98.96551724,Leu,Aspergillus welwitschiae,CBS 139.54b,Aspergillus welwitschiae,Aspergillus,Aspergillaceae,Eurotiales,Eurotiomycetes,Pezizomycotina,Ascomycota,Aspergillus niger,Aspergillus,Aspergillaceae,Eurotiales,Eurotiomycetes,Pezizomycotina,Ascomycota,GCA_003344945.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/344/945/GCA_003344945.1_Aspwel1/GCA_003344945.1_Aspwel1_genomic.fna.gz
553,Metarhizium_brunneum,Metarhizium_brunneum,283,5,1,1,97.5862069,Leu,Metarhizium brunneum ARSEF 3297,ARSEF 3297,Metarhizium brunneum,Metarhizium,Clavicipitaceae,Hypocreales,Sordariomycetes,Pezizomycotina,Ascomycota,Metarhizium brunneum,Metarhizium,Clavicipitaceae,Hypocreales,Sordariomycetes,Pezizomycotina,Ascomycota,GCA_000814965.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/814/965/GCA_000814965.1_MBR_1.0/GCA_000814965.1_MBR_1.0_genomic.fna.gz
554,Phialophora_cf._hyalina_BP_5553,Phialophora_cf._hyalina_BP_5553,286,2,1,1,98.62068966,Leu,Phialophora cf. hyalina BP 5553,BP 5553,Phialophora cf. hyalina,Phialophora,no_rank,no_rank,Leotiomycetes,Pezizomycotina,Ascomycota,Phialophora cf. hyalina,Phialophora,Herpotrichiellaceae,Chaetothyriales,Eurotiomycetes,Pezizomycotina,Ascomycota,GCA_003357145.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/357/145/GCA_003357145.1_ASM335714v1/GCA_003357145.1_ASM335714v1_genomic.fna.gz
555,Penicillium_vulpinum,Penicillium_vulpinum,285,2,0,3,98.27586207,Leu,Penicillium vulpinum,IBT 29486,Penicillium vulpinum,Penicillium,Aspergillaceae,Eurotiales,Eurotiomycetes,Pezizomycotina,Ascomycota,Penicillium vulpinum,Penicillium,Aspergillaceae,Eurotiales,Eurotiomycetes,Pezizomycotina,Ascomycota,GCA_002072255.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/072/255/GCA_002072255.1_ASM207225v1/GCA_002072255.1_ASM207225v1_genomic.fna.gz
556,Fusarium_burgessii,Fusarium_burgessii,285,2,3,0,98.27586207,Leu,Fusarium burgessii,NRRL 66654,Fusarium burgessii,Fusarium,Nectriaceae,Hypocreales,Sordariomycetes,Pezizomycotina,Ascomycota,Fusarium burgessii,Fusarium,Nectriaceae,Hypocreales,Sordariomycetes,Pezizomycotina,Ascomycota,GCA_002980515.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/980/515/GCA_002980515.1_ASM298051v1/GCA_002980515.1_ASM298051v1_genomic.fna.gz
557,Aspergillus_luchuensis,Aspergillus_foetidus,287,1,1,1,98.96551724,Leu,Aspergillus luchuensis CBS 106.47,CBS 106.47,Aspergillus luchuensis,Aspergillus,Aspergillaceae,Eurotiales,Eurotiomycetes,Pezizomycotina,Ascomycota,Aspergillus foetidus,Aspergillus,Aspergillaceae,Eurotiales,Eurotiomycetes,Pezizomycotina,Ascomycota,GCA_001890685.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/890/685/GCA_001890685.1_Aspfo1/GCA_001890685.1_Aspfo1_genomic.fna.gz
558,Penicillium_coprophilum,Penicillium_coprophilum,287,2,0,1,98.96551724,Leu,Penicillium coprophilum,IBT 31321,Penicillium coprophilum,Penicillium,Aspergillaceae,Eurotiales,Eurotiomycetes,Pezizomycotina,Ascomycota,Penicillium coprophilum,Penicillium,Aspergillaceae,Eurotiales,Eurotiomycetes,Pezizomycotina,Ascomycota,GCA_002072405.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/072/405/GCA_002072405.1_ASM207240v1/GCA_002072405.1_ASM207240v1_genomic.fna.gz
559,Curvularia_sp._IFB-Z10,Curvularia_sp._IFB-Z10,285,0,1,4,98.27586207,Leu,Curvularia sp. IFB-Z10,IFB-Z10,Curvularia sp.,Curvularia,Pleosporaceae,Pleosporales,Dothideomycetes,Pezizomycotina,Ascomycota,NA,Curvularia,Pleosporaceae,Pleosporales,Dothideomycetes,Pezizomycotina,Ascomycota,GCA_002161795.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/161/795/GCA_002161795.1_ASM216179v1/GCA_002161795.1_ASM216179v1_genomic.fna.gz
560,Diplodia_seriata,Diplodia_seriata,287,2,1,0,98.96551724,Leu,Diplodia seriata,F98.1,Diplodia seriata,Diplodia,Botryosphaeriaceae,Botryosphaeriales,Dothideomycetes,Pezizomycotina,Ascomycota,Diplodia seriata,Diplodia,Botryosphaeriaceae,Botryosphaeriales,Dothideomycetes,Pezizomycotina,Ascomycota,GCA_001975905.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/975/905/GCA_001975905.1_Dipser_v1/GCA_001975905.1_Dipser_v1_genomic.fna.gz
561,Penicillium_nordicum,Penicillium_nordicum,286,2,1,1,98.62068966,Leu,Penicillium nordicum,DAOMC 185683,Penicillium nordicum,Penicillium,Aspergillaceae,Eurotiales,Eurotiomycetes,Pezizomycotina,Ascomycota,Penicillium nordicum,Penicillium,Aspergillaceae,Eurotiales,Eurotiomycetes,Pezizomycotina,Ascomycota,GCA_001278595.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/278/595/GCA_001278595.1_ASM127859v1/GCA_001278595.1_ASM127859v1_genomic.fna.gz
562,Paraphaeosphaeria_sporulosa,Paraphaeosphaeria_sporulosa,286,1,1,2,98.62068966,Leu,Paraphaeosphaeria sporulosa,AP3s5-JAC2a,Paraphaeosphaeria sporulosa,Paraphaeosphaeria,Didymosphaeriaceae,Pleosporales,Dothideomycetes,Pezizomycotina,Ascomycota,Paraphaeosphaeria sporulosa,Paraphaeosphaeria,Didymosphaeriaceae,Pleosporales,Dothideomycetes,Pezizomycotina,Ascomycota,GCA_001642045.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/642/045/GCA_001642045.1_Parsp1/GCA_001642045.1_Parsp1_genomic.fna.gz
563,Trichophyton_rubrum,Trichophyton_rubrum,286,2,0,2,98.62068966,Leu,Trichophyton rubrum,CMCC(F)T1i,Trichophyton rubrum,Trichophyton,Arthrodermataceae,Onygenales,Eurotiomycetes,Pezizomycotina,Ascomycota,Trichophyton rubrum,Trichophyton,Arthrodermataceae,Onygenales,Eurotiomycetes,Pezizomycotina,Ascomycota,GCA_001651445.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/651/445/GCA_001651445.1_CMCC_F_T1i/GCA_001651445.1_CMCC_F_T1i_genomic.fna.gz
564,Microcyclosporella_mali,Microcyclosporella_mali,284,1,1,4,97.93103448,Leu,Microcyclosporella mali,UMD1a,Microcyclosporella mali,Microcyclosporella,Mycosphaerellaceae,Capnodiales,Dothideomycetes,Pezizomycotina,Ascomycota,Microcyclosporella mali,Microcyclosporella,Mycosphaerellaceae,Capnodiales,Dothideomycetes,Pezizomycotina,Ascomycota,GCA_002785985.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/785/985/GCA_002785985.1_ASM278598v1/GCA_002785985.1_ASM278598v1_genomic.fna.gz
565,Thermomyces_lanuginosus,Thermomyces_lanuginosus,288,1,1,0,99.31034483,Leu,Thermomyces lanuginosus SSBP,SSBP,Thermomyces lanuginosus,Thermomyces,Trichocomaceae,Eurotiales,Eurotiomycetes,Pezizomycotina,Ascomycota,Thermomyces lanuginosus,Thermomyces,Trichocomaceae,Eurotiales,Eurotiomycetes,Pezizomycotina,Ascomycota,GCA_000315935.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/315/935/GCA_000315935.1_NOKS_genome_assembly_20110720/GCA_000315935.1_NOKS_genome_assembly_20110720_genomic.fna.gz
566,Cordyceps_brongniartii,Cordyceps_brongniartii,285,1,1,3,98.27586207,Leu,Cordyceps brongniartii RCEF 3172,RCEF 3172,Cordyceps brongniartii,Cordyceps,Cordycipitaceae,Hypocreales,Sordariomycetes,Pezizomycotina,Ascomycota,Cordyceps brongniartii,Cordyceps,Cordycipitaceae,Hypocreales,Sordariomycetes,Pezizomycotina,Ascomycota,GCA_001636735.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/636/735/GCA_001636735.1_BBO_1.0/GCA_001636735.1_BBO_1.0_genomic.fna.gz
567,Hymenoscyphus_fructigenus,Hymenoscyphus_fructigenus,290,0,0,0,100,Leu,Hymenoscyphus fructigenus,CBS 650.92,Hymenoscyphus fructigenus,Hymenoscyphus,Helotiaceae,Helotiales,Leotiomycetes,Pezizomycotina,Ascomycota,Hymenoscyphus fructigenus,Hymenoscyphus,Helotiaceae,Helotiales,Leotiomycetes,Pezizomycotina,Ascomycota,GCA_001414455.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/414/455/GCA_001414455.1_H_fructigenus_v1/GCA_001414455.1_H_fructigenus_v1_genomic.fna.gz
568,Hymenoscyphus_repandus,Hymenoscyphus_repandus,290,0,0,0,100,Leu,Hymenoscyphus repandus,CBS 341.76,Hymenoscyphus repandus,Hymenoscyphus,Helotiaceae,Helotiales,Leotiomycetes,Pezizomycotina,Ascomycota,Hymenoscyphus repandus,Hymenoscyphus,Helotiaceae,Helotiales,Leotiomycetes,Pezizomycotina,Ascomycota,GCA_001414415.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/414/415/GCA_001414415.1_H_repandus/GCA_001414415.1_H_repandus_genomic.fna.gz
569,Fusarium_agapanthi,Fusarium_agapanthi,289,1,0,0,99.65517241,Leu,Fusarium agapanthi,NRRL 54464,Fusarium agapanthi,Fusarium,Nectriaceae,Hypocreales,Sordariomycetes,Pezizomycotina,Ascomycota,Fusarium agapanthi,Fusarium,Nectriaceae,Hypocreales,Sordariomycetes,Pezizomycotina,Ascomycota,GCA_001654545.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/654/545/GCA_001654545.1_ASM165454v1/GCA_001654545.1_ASM165454v1_genomic.fna.gz
570,Cercospora_nicotianae,Cercospora_physalidis,284,1,2,3,97.93103448,Leu,Cercospora nicotianae,CBS 131.32,Cercospora nicotianae,Cercospora,Mycosphaerellaceae,Capnodiales,Dothideomycetes,Pezizomycotina,Ascomycota,Cercospora physalidis,Cercospora,Mycosphaerellaceae,Capnodiales,Dothideomycetes,Pezizomycotina,Ascomycota,GCA_002994015.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/994/015/GCA_002994015.1_CNIC01/GCA_002994015.1_CNIC01_genomic.fna.gz
571,Colletotrichum_nymphaeae,Colletotrichum_nymphaeae,285,0,2,3,98.27586207,Leu,Colletotrichum nymphaeae SA-01,SA-01,Colletotrichum nymphaeae,Colletotrichum,Glomerellaceae,Glomerellales,Sordariomycetes,Pezizomycotina,Ascomycota,Colletotrichum nymphaeae,Colletotrichum,Glomerellaceae,Glomerellales,Sordariomycetes,Pezizomycotina,Ascomycota,GCA_001563115.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/563/115/GCA_001563115.1_CNYM01/GCA_001563115.1_CNYM01_genomic.fna.gz
572,Daldinia_sp._EC12,Daldinia_sp._EC12,287,0,2,1,98.96551724,Leu,Daldinia sp. EC12,EC12,Daldinia sp.,Daldinia,Hypoxylaceae,Xylariales,Sordariomycetes,Pezizomycotina,Ascomycota,NA,Daldinia,Hypoxylaceae,Xylariales,Sordariomycetes,Pezizomycotina,Ascomycota,GCA_002120325.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/120/325/GCA_002120325.1_DalEC12_v.1.0/GCA_002120325.1_DalEC12_v.1.0_genomic.fna.gz
573,Zymoseptoria_pseudotritici,Zymoseptoria_pseudotritici,286,0,3,1,98.62068966,Leu,Zymoseptoria pseudotritici,ST04IR_5.5,Zymoseptoria pseudotritici,Zymoseptoria,Mycosphaerellaceae,Capnodiales,Dothideomycetes,Pezizomycotina,Ascomycota,Zymoseptoria pseudotritici,Zymoseptoria,Mycosphaerellaceae,Capnodiales,Dothideomycetes,Pezizomycotina,Ascomycota,GCA_000983605.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/983/605/GCA_000983605.1_ASM98360v1/GCA_000983605.1_ASM98360v1_genomic.fna.gz
574,Verticillium_nonalfalfae,Verticillium_nonalfalfae,286,0,2,2,98.62068966,Leu,Verticillium nonalfalfae,T2,Verticillium nonalfalfae,Verticillium,Plectosphaerellaceae,Glomerellales,Sordariomycetes,Pezizomycotina,Ascomycota,Verticillium nonalfalfae,Verticillium,Plectosphaerellaceae,Glomerellales,Sordariomycetes,Pezizomycotina,Ascomycota,GCA_002776445.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/776/445/GCA_002776445.1_ASM277644v1/GCA_002776445.1_ASM277644v1_genomic.fna.gz
575,Exophiala_alcalophila,Exophiala_alcalophila,287,0,2,1,98.96551724,Leu,Exophiala alcalophila,JCM 1751,Exophiala alcalophila,Exophiala,Herpotrichiellaceae,Chaetothyriales,Eurotiomycetes,Pezizomycotina,Ascomycota,Exophiala alcalophila,Exophiala,Herpotrichiellaceae,Chaetothyriales,Eurotiomycetes,Pezizomycotina,Ascomycota,GCA_001599775.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/599/775/GCA_001599775.1_JCM_1751_assembly_v001/GCA_001599775.1_JCM_1751_assembly_v001_genomic.fna.gz
576,Colletotrichum_lentis,Colletotrichum_lentis,287,1,1,1,98.96551724,Leu,Colletotrichum lentis,CT-30,Colletotrichum lentis,Colletotrichum,Glomerellaceae,Glomerellales,Sordariomycetes,Pezizomycotina,Ascomycota,Colletotrichum lentis,Colletotrichum,Glomerellaceae,Glomerellales,Sordariomycetes,Pezizomycotina,Ascomycota,GCA_003386485.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/386/485/GCA_003386485.1_ASM338648v1/GCA_003386485.1_ASM338648v1_genomic.fna.gz
577,Penicillium_nalgiovense,Penicillium_nalgiovense,287,2,0,1,98.96551724,Leu,Penicillium nalgiovense,IBT 13039,Penicillium nalgiovense,Penicillium,Aspergillaceae,Eurotiales,Eurotiomycetes,Pezizomycotina,Ascomycota,Penicillium nalgiovense,Penicillium,Aspergillaceae,Eurotiales,Eurotiomycetes,Pezizomycotina,Ascomycota,GCA_002072425.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/072/425/GCA_002072425.1_ASM207242v1/GCA_002072425.1_ASM207242v1_genomic.fna.gz
578,Reticulascus_tulasneorum,Reticulascus_tulasneorum,286,2,0,2,98.62068966,Leu,Reticulascus tulasneorum,NRRL18230,Reticulascus tulasneorum,Reticulascus,Reticulascaceae,Glomerellales,Sordariomycetes,Pezizomycotina,Ascomycota,Reticulascus tulasneorum,Reticulascus,Reticulascaceae,Glomerellales,Sordariomycetes,Pezizomycotina,Ascomycota,GCA_001557505.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/557/505/GCA_001557505.1_ASM155750v1/GCA_001557505.1_ASM155750v1_genomic.fna.gz
579,Penicillium_flavigenum,Penicillium_flavigenum,287,2,0,1,98.96551724,Leu,Penicillium flavigenum,IBT 14082,Penicillium flavigenum,Penicillium,Aspergillaceae,Eurotiales,Eurotiomycetes,Pezizomycotina,Ascomycota,Penicillium flavigenum,Penicillium,Aspergillaceae,Eurotiales,Eurotiomycetes,Pezizomycotina,Ascomycota,GCA_002072365.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/072/365/GCA_002072365.1_ASM207236v1/GCA_002072365.1_ASM207236v1_genomic.fna.gz
580,Aspergillus_japonicus,Aspergillus_japonicus_CBS114.51,287,2,0,1,98.96551724,Leu,Aspergillus japonicus CBS 114.51,CBS 114.51,Aspergillus japonicus,Aspergillus,Aspergillaceae,Eurotiales,Eurotiomycetes,Pezizomycotina,Ascomycota,Aspergillus japonicus,Aspergillus,Aspergillaceae,Eurotiales,Eurotiomycetes,Pezizomycotina,Ascomycota,GCA_003184785.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/184/785/GCA_003184785.1_Aspjap1/GCA_003184785.1_Aspjap1_genomic.fna.gz
581,Byssochlamys_nivea,Byssochlamys_nivea,288,1,0,1,99.31034483,Leu,Byssochlamys nivea,Cornell orchards no. 7,Byssochlamys nivea,Byssochlamys,Thermoascaceae,Eurotiales,Eurotiomycetes,Pezizomycotina,Ascomycota,Byssochlamys nivea,Byssochlamys,Thermoascaceae,Eurotiales,Eurotiomycetes,Pezizomycotina,Ascomycota,GCA_003116535.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/116/535/GCA_003116535.1_ASM311653v1/GCA_003116535.1_ASM311653v1_genomic.fna.gz
582,Penicillium_camemberti,Penicillium_camemberti_FM013,287,1,2,0,98.96551724,Leu,Penicillium camemberti FM 013,FM 013,Penicillium camemberti,Penicillium,Aspergillaceae,Eurotiales,Eurotiomycetes,Pezizomycotina,Ascomycota,Penicillium camemberti,Penicillium,Aspergillaceae,Eurotiales,Eurotiomycetes,Pezizomycotina,Ascomycota,GCA_000513335.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/513/335/GCA_000513335.1_PCAMFM013_20131106/GCA_000513335.1_PCAMFM013_20131106_genomic.fna.gz
583,Aspergillus_piperis,Aspergillus_piperis,286,2,1,1,98.62068966,Leu,Aspergillus piperis CBS 112811,CBS 112811,Aspergillus piperis,Aspergillus,Aspergillaceae,Eurotiales,Eurotiomycetes,Pezizomycotina,Ascomycota,Aspergillus piperis,Aspergillus,Aspergillaceae,Eurotiales,Eurotiomycetes,Pezizomycotina,Ascomycota,GCA_003184755.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/184/755/GCA_003184755.1_Asppip1/GCA_003184755.1_Asppip1_genomic.fna.gz
584,Coleophoma_crateriformis,Coleophoma_crateriformis,289,0,1,0,99.65517241,Leu,Coleophoma crateriformis,BP5796,Coleophoma crateriformis,Coleophoma,no_rank,Helotiales,Leotiomycetes,Pezizomycotina,Ascomycota,Coleophoma crateriformis,Coleophoma,no_rank,no_rank,no_rank,Pezizomycotina,Ascomycota,GCA_003369635.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/369/635/GCA_003369635.1_ASM336963v1/GCA_003369635.1_ASM336963v1_genomic.fna.gz
585,Aspergillus_phoenicis,Aspergillus_phoenicis,287,2,0,1,98.96551724,Leu,Aspergillus phoenicis ATCC 13157,ATCC 13157,Aspergillus phoenicis,Aspergillus,Aspergillaceae,Eurotiales,Eurotiomycetes,Pezizomycotina,Ascomycota,Aspergillus phoenicis,Aspergillus,Aspergillaceae,Eurotiales,Eurotiomycetes,Pezizomycotina,Ascomycota,GCA_003344505.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/344/505/GCA_003344505.1_Aspph1/GCA_003344505.1_Aspph1_genomic.fna.gz
586,Phaeoacremonium_minimum,Phaeoacremonium_minimum,287,1,0,2,98.96551724,Leu,Phaeoacremonium minimum UCRPA7,UCRPA7,Phaeoacremonium minimum,Phaeoacremonium,Togniniaceae,Togniniales,Sordariomycetes,Pezizomycotina,Ascomycota,Phaeoacremonium minimum,Phaeoacremonium,Togniniaceae,Togniniales,Sordariomycetes,Pezizomycotina,Ascomycota,GCA_000392275.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/392/275/GCA_000392275.1_UCRPA7V03/GCA_000392275.1_UCRPA7V03_genomic.fna.gz
587,Penicillium_solitum,Penicillium_solitum,286,1,2,1,98.62068966,Leu,Penicillium solitum,IBT 29525,Penicillium solitum,Penicillium,Aspergillaceae,Eurotiales,Eurotiomycetes,Pezizomycotina,Ascomycota,Penicillium solitum,Penicillium,Aspergillaceae,Eurotiales,Eurotiomycetes,Pezizomycotina,Ascomycota,GCA_002072235.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/072/235/GCA_002072235.1_ASM207223v1/GCA_002072235.1_ASM207223v1_genomic.fna.gz
588,Pestalotiopsis_sp._JCM_9685,Pestalotiopsis_sp._JCM_9685,286,0,1,3,98.62068966,Leu,Pestalotiopsis sp. JCM 9685,JCM 9685,Pestalotiopsis sp.,Pestalotiopsis,Sporocadaceae,Xylariales,Sordariomycetes,Pezizomycotina,Ascomycota,NA,Pestalotiopsis,Sporocadaceae,Xylariales,Sordariomycetes,Pezizomycotina,Ascomycota,GCA_001599175.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/599/175/GCA_001599175.1_JCM_9685_assembly_v001/GCA_001599175.1_JCM_9685_assembly_v001_genomic.fna.gz
589,Aspergillus_chevalieri,Eurotium_chevalieri,286,1,1,2,98.62068966,Leu,Aspergillus chevalieri,JCM 23047,Aspergillus chevalieri,Aspergillus,Aspergillaceae,Eurotiales,Eurotiomycetes,Pezizomycotina,Ascomycota,Eurotium chevalieri,Eurotium,Aspergillaceae,Eurotiales,Eurotiomycetes,Pezizomycotina,Ascomycota,GCA_001599875.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/599/875/GCA_001599875.1_JCM_23047_assembly_v001/GCA_001599875.1_JCM_23047_assembly_v001_genomic.fna.gz
590,Ascochyta_rabiei,Ascochyta_rabiei,281,0,1,8,96.89655172,Leu,Ascochyta rabiei,ArDII,Ascochyta rabiei,Ascochyta,Didymellaceae,Pleosporales,Dothideomycetes,Pezizomycotina,Ascomycota,Ascochyta rabiei,Ascochyta,Didymellaceae,Pleosporales,Dothideomycetes,Pezizomycotina,Ascomycota,GCA_001630375.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/630/375/GCA_001630375.1_AscRab1.0/GCA_001630375.1_AscRab1.0_genomic.fna.gz
